"","RMS.CDW.ID","General.Offense.Number","Offense.Code","Offense.Code.Extension","Offense.Type","Summary.Offense.Code","Summarized.Offense.Description","Date.Reported","Occurred.Date.or.Date.Range.Start","Occurred.Date.Range.End","Hundred.Block.Location","District.Sector","Zone.Beat","Census.Tract.2000","Longitude","Latitude","Location","Month","Year"
"554203",440166,200879356,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","03/01/2008 09:50:00 AM","02/29/2008 10:00:00 AM","02/29/2008 10:30:00 AM","3XX BLOCK OF 15 AV E","C","C1","7600.3004",-122.312657574,47.621540497,"(47.621540497, -122.312657574)",3,2008
"777045",761720,2014204760,"2699",1,"FRAUD-OTHER","2600","FRAUD","06/26/2014 07:11:00 AM","06/26/2014 07:11:00 AM","","52XX BLOCK OF DELRIDGE WY SW","F","F1","10800.3009",-122.362953186,47.554481506,"(47.554481506, -122.362953186)",6,2014
"648458",1352585,20183524,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","01/03/2018 10:40:00 PM","01/03/2018 05:00:00 PM","01/03/2018 07:00:00 PM","4XX BLOCK OF NE NORTHGATE WY","L","L2","1200.4010",-122.324615479,47.708602905,"(47.708602905, -122.324615479)",1,2018
"848929",871701,2013201620,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","06/11/2013 11:25:00 AM","06/11/2013 11:25:00 AM","","40XX BLOCK OF NE 86 ST","U","U3","2200.3021",-122.283790588,47.69090271,"(47.69090271, -122.283790588)",6,2013
"202896",1495475,2009269377,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","08/01/2009 11:17:00 AM","07/30/2009 02:00:00 PM","07/30/2009 07:00:00 PM","19XX BLOCK OF 43 AV E","C","C3","6300.2003",-122.277122498,47.636074066,"(47.636074066, -122.277122498)",8,2009
"904359",943260,2012150501,"2204",0,"BURGLARY-NOFORCE-RES","2200","BURGLARY","05/16/2012 12:04:00 PM","05/15/2012 08:00:00 PM","05/16/2012 08:00:00 AM","100XX BLOCK OF VALMAY AV NW","N","N1","1600.1012",-122.379646301,47.702083588,"(47.702083588, -122.379646301)",5,2012
"30755",1063058,2016384425,"2404",8,"VEH-THEFT-TRUCK","2400","VEHICLE THEFT","10/24/2016 03:10:00 AM","10/24/2016 12:25:00 AM","10/24/2016 12:39:00 AM","48XX BLOCK OF 14 AV NW","B","B2","4700.2031",-122.373596191,47.664028168,"(47.664028168, -122.373596191)",10,2016
"44746",1425524,2010331811,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","09/22/2010 10:30:00 AM","09/21/2010 05:00:00 PM","09/22/2010 07:00:00 AM","BOREN AV / PIKE ST","E","E3","8300.2014",-122.328910828,47.613464355,"(47.613464355, -122.328910828)",9,2010
"802685",798146,2016132548,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","04/17/2016 05:22:00 PM","04/17/2016 03:26:00 PM","","70XX BLOCK OF WOODLAWN AV NE","J","J3","3600.2026",-122.324684143,47.679412842,"(47.679412842, -122.324684143)",4,2016
"942123",991913,2015156845,"2799",0,"EMBEZZLE","2700","EMBEZZLE","05/13/2015 01:41:00 PM","06/15/2008 12:00:00 PM","09/15/2014 12:00:00 PM","10XX BLOCK OF 2 AV","K","K1","8100.2039",-122.335456848,47.605514526,"(47.605514526, -122.335456848)",5,2015
"123047",1151754,201790606,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","03/14/2017 12:30:00 PM","03/14/2017 12:30:00 PM","","50XX BLOCK OF 48 AV S","R","R3","10200.401",-122.272636414,47.555652618,"(47.555652618, -122.272636414)",3,2017
"182089",1478624,2009391058,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","11/08/2009 04:47:00 AM","11/08/2009 04:46:00 AM","11/08/2009 04:46:00 AM","9XX BLOCK OF N 85 ST","N","N3","1800.2010",-122.345863342,47.690567017,"(47.690567017, -122.345863342)",11,2009
"112927",1142263,201772865,"2304",2,"THEFT-LICENSE PLATE","2300","OTHER PROPERTY","02/28/2017 03:07:00 PM","02/22/2017 06:30:00 PM","02/23/2017 11:59:00 PM","92XX BLOCK OF RAINIER AV S","S","S3","11800.4007",-122.269989014,47.520557404,"(47.520557404, -122.269989014)",2,2017
"761831",743396,2014327122,"2605",0,"FRAUD-CREDIT CARD","2600","FRAUD","09/30/2014 01:48:00 PM","09/24/2014 05:30:00 PM","09/24/2014 06:30:00 PM","25XX BLOCK OF 1 AV","D","D1","8001.4002",-122.349212646,47.614971161,"(47.614971161, -122.349212646)",9,2014
"372558",1330966,2017437236,"2299",2,"BURGLARY-SECURE PARKING-RES","2299","BURGLARY-SECURE PARKING-RES","11/27/2017 12:17:00 AM","11/18/2017 11:59:00 PM","11/19/2017 02:00:00 PM","10XX BLOCK OF 8 AV","E","E3","8200.2007",-122.328796387,47.60830307,"(47.60830307, -122.328796387)",11,2017
"224564",1517613,200982364,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","03/09/2009 12:12:00 PM","03/09/2009 08:30:00 AM","03/09/2009 12:10:00 PM","127XX BLOCK OF PALATINE AV N","N","N1","402.1004",-122.356887817,47.722332001,"(47.722332001, -122.356887817)",3,2009
"237374",1531208,2008463511,"2304",2,"THEFT-LICENSE PLATE","2300","OTHER PROPERTY","12/12/2008 01:47:00 PM","12/11/2008 04:00:00 PM","12/12/2008 10:40:00 AM","70XX BLOCK OF MARY AV NW","J","J2","3000.3017",-122.375717163,47.680480957,"(47.680480957, -122.375717163)",12,2008
"1093779",1409669,2010445981,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","12/29/2010 04:14:00 PM","11/01/2010 08:00:00 AM","12/09/2010 09:00:00 PM","15XX BLOCK OF 10 AV W","Q","Q2","6900.2014",-122.370391846,47.632919312,"(47.632919312, -122.370391846)",12,2010
"871181",898171,20137042,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","01/07/2013 02:23:00 AM","01/07/2013 02:23:00 AM","","14XX BLOCK OF BROADWAY","E","E2","8400.1008",-122.320770264,47.613517761,"(47.613517761, -122.320770264)",1,2013
"12455",1044724,2016906385,"2399",1,"THEFT-BICYCLE","2300","BIKE THEFT","09/20/2016 09:14:00 PM","09/20/2016 08:15:00 AM","09/20/2016 03:00:00 PM","30XX BLOCK OF S MOUNT BAKER BV","R","R2","9500.4015",-122.293609619,47.576290131,"(47.576290131, -122.293609619)",9,2016
"638342",1323559,2017910566,"5309",0,"HARASSMENT","5300","THREATS","11/19/2017 05:57:00 PM","11/19/2017 05:19:00 PM","11/19/2017 05:20:00 PM","XX BLOCK OF ALOHA ST","Q","Q3","7000.3006",-122.356033325,47.627189636,"(47.627189636, -122.356033325)",11,2017
"113380",1142718,201773754,"2304",2,"THEFT-LICENSE PLATE","2300","OTHER PROPERTY","03/01/2017 08:13:00 AM","03/01/2017 06:00:00 AM","03/01/2017 08:13:00 AM","50XX BLOCK OF BROOKLYN AV NE","U","U1","4400.4007",-122.314201355,47.665676117,"(47.665676117, -122.314201355)",3,2017
"788233",775688,2016102477,"5707",0,"TRESPASS","5700","TRESPASS","03/24/2016 04:39:00 PM","03/24/2016 04:39:00 PM","","19XX BLOCK OF AIRPORT WY S","O","O1","9300.1042",-122.321395874,47.586296082,"(47.586296082, -122.321395874)",3,2016
"188956",1481922,2009363730,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/15/2009 03:01:00 PM","10/15/2009 03:01:00 PM","10/15/2009 03:01:00 PM","100XX BLOCK OF COLLEGE WY N","N","N3","1300.1011",-122.334526062,47.702331543,"(47.702331543, -122.334526062)",10,2009
"23162",1055456,2016374949,"2205",0,"BURGLARY-NOFORCE-NONRES","2200","BURGLARY","10/16/2016 04:49:00 PM","10/16/2016 04:49:00 PM","10/16/2016 04:49:00 PM","116XX BLOCK OF AURORA AV N","N","N2","600.3007",-122.344833374,47.713546753,"(47.713546753, -122.344833374)",10,2016
"474877",349774,2009282760,"1316",3,"THREATS-KILL","1300","THREATS","08/11/2009 05:13:00 PM","08/11/2009 05:10:00 PM","08/11/2009 05:10:00 PM","127XX BLOCK OF 30 AV NE","L","L3","100.5004",-122.296347282,47.721996241,"(47.721996241, -122.296347282)",8,2009
"601140",1104910,2016447291,"2205",0,"BURGLARY-NOFORCE-NONRES","2200","BURGLARY","12/13/2016 03:17:00 PM","12/12/2016 10:00:00 PM","12/13/2016 07:00:00 AM","20XX BLOCK OF 24 AV S","R","R2","9500.2065",-122.301628113,47.58499527,"(47.58499527, -122.301628113)",12,2016
"746951",726285,2015900074,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","01/06/2015 07:43:00 AM","01/05/2015 08:15:00 PM","01/05/2015 10:00:00 PM","9 AV NE / NE 45 ST","U","U2","5200.5006",-122.318778992,47.661304474,"(47.661304474, -122.318778992)",1,2015
"282391",1224994,2017228013,"3512",0,"NARC-POSSESS-HEROIN","3500","NARCOTICS","06/24/2017 04:10:00 PM","06/24/2017 04:10:00 PM","","6XX BLOCK OF PINE ST","M","M2","8200.1002",-122.334815979,47.612369537,"(47.612369537, -122.334815979)",6,2017
"84759",1113390,201714102,"2299",1,"BURGLARY-SECURE PARKING-NONRES","2200","BURGLARY","01/12/2017 09:41:00 AM","01/10/2017 12:00:00 PM","01/11/2017 12:00:00 AM","27XX BLOCK OF 1 AV","D","D1","8001.4",-122.351081848,47.616077423,"(47.616077423, -122.351081848)",1,2017
"898811",936644,2012202235,"1305",0,"ASSLT-AGG-WEAPON","1300","ASSAULT","06/27/2012 11:30:00 AM","06/27/2012 10:32:00 AM","","ALASKAN WY / MARION ST","K","K1","8100.1056",-122.337791443,47.603057861,"(47.603057861, -122.337791443)",6,2012
"480697",356362,2009232024,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","07/04/2009 04:04:00 PM","07/04/2009 04:04:00 PM","","14XX BLOCK OF NE 113 ST","L","L1","1200.1007",-122.313112462,47.710350807,"(47.710350807, -122.313112462)",7,2009
"714616",688219,2015268321,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","08/05/2015 04:52:00 AM","08/03/2015 08:00:00 AM","","RAINIER AV S / S GARDEN ST","S","S2","11102.4004",-122.270431519,47.537643433,"(47.537643433, -122.270431519)",8,2015
"1000627",1180033,2012377962,"5499",0,"TRAFFIC","5400","TRAFFIC","11/03/2012 10:00:00 PM","11/03/2012 10:00:00 PM","","132XX BLOCK OF AURORA AV N","N","N2","600.1016",-122.344993591,47.725036621,"(47.725036621, -122.344993591)",11,2012
"683723",653377,201634636,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","01/29/2016 02:58:00 PM","10/15/2015 12:00:00 AM","","18XX BLOCK OF 13 AV","E","E2","7500.4000",-122.315597534,47.61819458,"(47.61819458, -122.315597534)",1,2016
"583007",1640184,2018137829,"3542",1,"NARC-POSSESS-METH","3500","NARCOTICS","04/19/2018 04:26:00 PM","04/19/2018 02:43:00 PM","","5 AV N / VALLEY ST","Q","Q3","6700.2029",-122.347557068,47.626277924,"(47.626277924, -122.347557068)",4,2018
"289466",1580970,200853485,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","02/10/2008 12:11:00 PM","02/10/2008 02:00:00 AM","02/10/2008 04:45:00 AM","16XX BLOCK OF 3 AV","M","M1","8100.2006",-122.339118958,47.61120224,"(47.61120224, -122.339118958)",2,2008
"602258",1139163,201734872,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","01/28/2017 11:00:00 PM","01/16/2017 10:00:00 AM","01/16/2017 04:30:00 PM","5 AV / VIRGINIA ST","M","M2","7200.1065",-122.339179993,47.613723755,"(47.613723755, -122.339179993)",1,2017
"903921",942761,2012154801,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","05/19/2012 08:24:00 PM","05/19/2012 07:29:00 PM","05/19/2012 07:29:00 PM","28XX BLOCK OF NE 113 ST","L","L3","1000.1010",-122.296981812,47.710094452,"(47.710094452, -122.296981812)",5,2012
"921109",963305,20123104,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","01/04/2012 01:33:00 AM","01/04/2012 01:33:00 AM","","43XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.3001",-122.313148499,47.660533905,"(47.660533905, -122.313148499)",1,2012
"369017",1327775,2017437911,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","11/27/2017 01:26:00 PM","11/27/2017 12:26:00 PM","","2XX BLOCK OF 2 AV S","K","K2","9200.2002",-122.331573486,47.600475311,"(47.600475311, -122.331573486)",11,2017
"260876",1554239,2008278917,"2304",1,"THEFT-AUTOACC","2300","OTHER PROPERTY","07/29/2008 11:40:00 PM","07/29/2008 01:25:00 AM","","8 AV S / S ROSE ST","F","F3","11200.2032",-122.322868347,47.529014587,"(47.529014587, -122.322868347)",7,2008
"1007737",1205278,2017195511,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","06/01/2017 06:01:00 PM","05/30/2017 07:45:00 PM","05/30/2017 10:45:00 PM","42XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.3008",-122.313186646,47.659053802,"(47.659053802, -122.313186646)",6,2017
"368482",1327373,2017425968,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","11/17/2017 06:41:00 AM","11/16/2017 05:30:00 AM","11/16/2017 05:45:00 PM","66XX BLOCK OF 8 AV NE","J","J3","3600.4005",-122.320106506,47.67697525,"(47.67697525, -122.320106506)",11,2017
"1009564",1210957,2017905158,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","06/10/2017 11:40:00 AM","06/10/2017 10:00:00 AM","06/10/2017 11:30:00 AM","120XX BLOCK OF LAKE CITY WY NE","L","L1","700.1011",-122.29649353,47.717144012,"(47.717144012, -122.29649353)",6,2017
"423356",290282,2010337347,"1313",2,"ASSLT-NONAGG-POLICE","1300","ASSAULT","09/26/2010 08:34:00 PM","09/26/2010 08:34:00 PM","","67XX BLOCK OF ROOSEVELT WY NE","U","U1","2600.3010",-122.317388291,47.677647874,"(47.677647874, -122.317388291)",9,2010
"687539",658451,2016335,"1313",2,"ASSLT-NONAGG-POLICE","1300","ASSAULT","01/01/2016 06:46:00 AM","01/01/2016 06:46:00 AM","","S EDDY ST / FLORA AV S","O","O3","10900.2095",-122.319549561,47.545635223,"(47.545635223, -122.319549561)",1,2016
"1058451",1364876,2017328096,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","09/04/2017 01:05:00 AM","09/03/2017 01:00:00 PM","09/04/2017 01:05:00 AM","58XX BLOCK OF S PILGRIM ST","S","S3","11800.2016",-122.260093689,47.515201569,"(47.515201569, -122.260093689)",9,2017
"992448",1154076,2015104401,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","03/31/2015 08:49:00 AM","03/31/2015 08:49:00 AM","","1XX BLOCK OF PIKE ST","M","M1","8100.3001",-122.33946228,47.609054565,"(47.609054565, -122.33946228)",3,2015
"848252",870906,2013205973,"2902",0,"PROPERTY DAMAGE-RESIDENTIAL","2900","PROPERTY DAMAGE","06/14/2013 12:03:00 PM","06/05/2013 12:03:00 PM","","85XX BLOCK OF 27 AV NE","U","U3","2100.3012",-122.298950195,47.690624237,"(47.690624237, -122.298950195)",6,2013
"137139",1165149,2017114144,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","04/01/2017 05:47:00 PM","04/01/2017 04:38:00 PM","","9XX BLOCK OF NE 63 ST","U","U1","3600.1024",-122.318031311,47.674160004,"(47.674160004, -122.318031311)",4,2017
"724246",699789,2015188741,"5707",0,"TRESPASS","5700","TRESPASS","06/06/2015 05:43:00 PM","06/06/2015 05:43:00 PM","","2XX BLOCK OF 1 AV S","K","K2","9200.2022",-122.334182739,47.600479126,"(47.600479126, -122.334182739)",6,2015
"239940",1533797,2008442251,"2604",0,"FRAUD-IDENTITY THEFT","2600","FRAUD","11/25/2008 07:52:00 PM","10/23/2008 10:23:00 AM","10/23/2008 10:23:00 AM","12XX BLOCK OF 1 AV","M","M1","8100.1005",-122.337867737,47.606479645,"(47.606479645, -122.337867737)",11,2008
"51021",1081825,2016425833,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","11/26/2016 12:09:00 AM","11/23/2016 12:00:00 PM","11/25/2016 09:00:00 PM","1XX BLOCK OF NEWTON ST","Q","Q2","6800.1012",-122.355003357,47.636566162,"(47.636566162, -122.355003357)",11,2016
"1083157",1398555,201184482,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","03/14/2011 04:50:00 PM","03/11/2011 02:00:00 PM","03/14/2011 02:00:00 PM","100XX BLOCK OF MARINE VIEW DR SW","W","W3","12000.3016",-122.391082764,47.513397217,"(47.513397217, -122.391082764)",3,2011
"970222",1078207,2016418987,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","11/19/2016 09:42:00 PM","11/19/2016 09:14:00 PM","","120XX BLOCK OF AURORA AV N","N","N2","402.2007",-122.344894409,47.71717453,"(47.71717453, -122.344894409)",11,2016
"206607",1499323,2009235279,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","07/06/2009 09:46:00 PM","07/06/2009 07:30:00 PM","","18XX BLOCK OF N NORTHLAKE WY","B","B3","5400.2012",-122.335769653,47.646877289,"(47.646877289, -122.335769653)",7,2009
"163016",1471782,2009428379,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","12/13/2009 01:30:00 AM","12/13/2009 01:30:00 AM","12/13/2009 01:30:00 AM","37XX BLOCK OF S PERRY ST","S","S1","11700.2013",-122.284477234,47.514892578,"(47.514892578, -122.284477234)",12,2009
"342726",1304728,2017388979,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","10/19/2017 06:18:00 PM","10/19/2017 05:15:00 PM","10/19/2017 06:15:00 PM","20XX BLOCK OF S LANDER ST","R","R1","10002.3005",-122.306022644,47.579566956,"(47.579566956, -122.306022644)",10,2017
"258482",1551955,2008298056,"2204",0,"BURGLARY-NOFORCE-RES","2200","BURGLARY","08/11/2008 01:13:00 PM","08/11/2008 11:00:00 AM","08/11/2008 01:00:00 PM","5XX BLOCK OF 26 AV S","G","G3","8900.4001",-122.298721313,47.597412109,"(47.597412109, -122.298721313)",8,2008
"155998",1183024,2017145772,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","04/26/2017 06:06:00 PM","04/26/2017 06:06:00 PM","","39XX BLOCK OF S OTHELLO ST","S","S1","11001.2008",-122.282348633,47.537044525,"(47.537044525, -122.282348633)",4,2017
"399434",253269,2011154878,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","05/15/2011 06:49:00 PM","05/15/2011 06:49:00 PM","","STONE AV N / W GREEN LAKE DR N","J","J3","2700.4027",-122.341635544,47.682160783,"(47.682160783, -122.341635544)",5,2011
"920548",962664,20128960,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","01/09/2012 03:07:00 PM","01/09/2012 03:07:00 PM","","1XX BLOCK OF 6 AV S","K","K3","9200.1002",-122.32635498,47.601291656,"(47.601291656, -122.32635498)",1,2012
"955963",1025170,2016312618,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","08/29/2016 08:39:00 AM","08/25/2016 07:40:00 PM","","4XX BLOCK OF NE NORTHGATE WY","L","L2","1200.4010",-122.324615479,47.708602905,"(47.708602905, -122.324615479)",8,2016
"916775",958242,201243744,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","02/12/2012 11:18:00 PM","02/12/2012 11:15:00 PM","","8XX BLOCK OF W ARMOUR ST","Q","Q2","5900.4006",-122.368453979,47.64503479,"(47.64503479, -122.368453979)",2,2012
"345444",1609307,201891609,"2316",0,"THEFT-MAIL","2300","MAIL THEFT","03/14/2018 11:28:00 AM","03/13/2018 11:28:00 AM","03/14/2018 11:28:00 AM","50XX BLOCK OF BROOKLYN AV NE","U","U1","4400.4007",-122.314201355,47.665676117,"(47.665676117, -122.314201355)",3,2018
"233966",1527602,200911046,"2605",0,"FRAUD-CREDIT CARD","2600","FRAUD","01/09/2009 09:13:00 PM","01/09/2009 09:13:00 PM","","21XX BLOCK OF ALASKAN WY","D","D1","8002.2014",-122.346954346,47.610378265,"(47.610378265, -122.346954346)",1,2009
"446737",316957,201043639,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","02/07/2010 11:25:00 AM","02/07/2010 11:25:00 AM","","46XX BLOCK OF STONE WY N","B","B3","5000.1036",-122.341822738,47.66248151,"(47.66248151, -122.341822738)",2,2010
"668921",1522575,200943778,"2604",0,"FRAUD-IDENTITY THEFT","2600","FRAUD","02/05/2009 09:15:00 AM","12/23/2008 08:00:00 AM","02/05/2009 09:00:00 AM","11XX BLOCK OF 44 AV SW","W","W1","9600.5015",-122.387275696,47.592201233,"(47.592201233, -122.387275696)",2,2009
"423604",290562,2010335096,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","09/24/2010 11:24:00 PM","09/24/2010 08:45:00 PM","09/24/2010 10:15:00 PM","7 AV / MADISON ST","E","E3","8200.2005",-122.329585763,47.60747936,"(47.60747936, -122.329585763)",9,2010
"214763",1507720,2009166190,"2902",0,"PROPERTY DAMAGE-RESIDENTIAL","2900","PROPERTY DAMAGE","05/16/2009 04:44:00 AM","05/16/2009 03:12:00 AM","","46XX BLOCK OF S HOLDEN ST","S","S2","11101.3006",-122.273979187,47.533660889,"(47.533660889, -122.273979187)",5,2009
"927865",971564,2011367768,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","11/12/2011 10:16:00 AM","11/12/2011 01:00:00 AM","11/12/2011 10:00:00 AM","43XX BLOCK OF LEARY WY NW","B","B2","4800.3005",-122.364883423,47.659118652,"(47.659118652, -122.364883423)",11,2011
"357018",1612824,201898669,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","03/20/2018 10:10:00 AM","03/19/2018 06:22:00 PM","","34XX BLOCK OF SW GRAHAM ST","F","F1","10702.2003",-122.375717163,47.546512604,"(47.546512604, -122.375717163)",3,2018
"611790",1225009,2017234334,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","06/29/2017 08:50:00 AM","06/28/2017 10:00:00 PM","06/29/2017 08:30:00 AM","28XX BLOCK OF E YESLER WY","G","G2","8900.3002",-122.295379639,47.601654053,"(47.601654053, -122.295379639)",6,2017
"739701",717932,201564066,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","02/25/2015 05:13:00 PM","02/24/2015 10:00:00 PM","02/25/2015 09:00:00 AM","72XX BLOCK OF GREENWOOD AV N","J","J2","2900.2024",-122.355308533,47.680896759,"(47.680896759, -122.355308533)",2,2015
"204762",1497402,2009248692,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","07/17/2009 05:49:00 AM","07/16/2009 07:00:00 PM","07/17/2009 05:49:00 AM","27XX BLOCK OF WESTLAKE AV N","D","D2","6000.2021",-122.347305298,47.645030975,"(47.645030975, -122.347305298)",7,2009
"430722",299057,2010274073,"1313",2,"ASSLT-NONAGG-POLICE","1300","ASSAULT","08/07/2010 06:47:00 AM","08/07/2010 06:47:00 AM","","1XX BLOCK OF BELLEVUE AV E","E","E1","7402.3001",-122.32672687,47.618862791,"(47.618862791, -122.32672687)",8,2010
"7390",1039538,2016308068,"2605",0,"FRAUD-CREDIT CARD","2600","FRAUD","08/25/2016 08:37:00 PM","08/25/2016 08:37:00 PM","","90XX BLOCK OF RENTON AV S","S","S3","11800.4003",-122.27520752,47.522174835,"(47.522174835, -122.27520752)",8,2016
"357858",1318002,2017910318,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","11/12/2017 09:35:00 AM","11/11/2017 07:00:00 PM","11/12/2017 08:30:00 AM","141XX BLOCK OF AURORA AV N","N","N2","401.1006",-122.345069885,47.731674194,"(47.731674194, -122.345069885)",11,2017
"309595",1598667,2014300970,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","09/08/2014 09:28:00 PM","09/08/2014 09:28:00 PM","","14XX BLOCK OF 2 AV","M","M1","8100.3003",-122.338447571,47.608787537,"(47.608787537, -122.338447571)",9,2014
"484497",361002,2009198600,"2605",0,"FRAUD-CREDIT CARD","2600","FRAUD","06/09/2009 11:34:00 AM","06/06/2009 08:00:00 PM","06/07/2009 02:00:00 AM","1 AV / BLANCHARD ST","D","D1","8002.2006",-122.345215195,47.612605982,"(47.612605982, -122.345215195)",6,2009
"266184",1559559,2008231821,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","06/26/2008 10:04:00 AM","06/26/2008 10:04:00 AM","06/26/2008 10:04:00 AM","HARVARD AV E / E OLIVE WY","E","E1","7402.1001",-122.32220459,47.61989975,"(47.61989975, -122.32220459)",6,2008
"298775",1264289,2017907534,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","08/21/2017 09:08:00 PM","08/20/2017 09:00:00 PM","08/21/2017 12:30:00 AM","BROADWAY / E HOWELL ST","E","E2","7402.2000",-122.320838928,47.61756897,"(47.61756897, -122.320838928)",8,2017
