"","RMS.CDW.ID","General.Offense.Number","Offense.Code","Offense.Code.Extension","Offense.Type","Summary.Offense.Code","Summarized.Offense.Description","Date.Reported","Occurred.Date.or.Date.Range.Start","Occurred.Date.Range.End","Hundred.Block.Location","District.Sector","Zone.Beat","Census.Tract.2000","Longitude","Latitude","Location","Month","Year"
"626044",1248665,2017280925,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","07/31/2017 05:54:00 PM","07/29/2017 12:00:00 PM","07/31/2017 05:53:00 PM","7XX BLOCK OF E ALOHA ST","C","C1","6500.2003",-122.322952271,47.626850128,"(47.626850128, -122.322952271)",7,2017
"952894",1013950,2016905392,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","08/07/2016 12:33:00 PM","08/04/2016 10:05:00 AM","08/04/2016 01:05:00 PM","3 AV / VIRGINIA ST","M","M2","7200.1067",-122.340896606,47.61239624,"(47.61239624, -122.340896606)",8,2016
"767410",750191,2014906856,"2610",0,"FRAUD-IDENTITY THEFT","2600","FRAUD","08/25/2014 08:17:00 PM","08/25/2014 03:25:00 PM","08/25/2014 04:00:00 PM","20XX BLOCK OF 20 AV S","R","R1","9400.3012",-122.306846619,47.585014343,"(47.585014343, -122.306846619)",8,2014
"67093",1096730,2016448997,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","12/14/2016 08:30:00 PM","12/14/2016 08:12:00 PM","","73XX BLOCK OF DELRIDGE WY SW","F","F1","10701.2011",-122.361297607,47.53604126,"(47.53604126, -122.361297607)",12,2016
"1065987",1380385,2016464736,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","12/28/2016 12:27:00 PM","12/25/2016 12:00:00 AM","12/28/2016 12:27:00 PM","17XX BLOCK OF 16 AV S","R","R1","9400.5009",-122.312705994,47.588027954,"(47.588027954, -122.312705994)",12,2016
"1023142",1248588,201443461,"1306",0,"ASSLT-AGG-BODYFORCE","1300","ASSAULT","02/09/2014 03:28:00 PM","02/09/2014 03:15:00 PM","","87XX BLOCK OF RAINIER AV S","S","S2","11800.6014",-122.269981384,47.524738312,"(47.524738312, -122.269981384)",2,2014
"190909",1483388,2009351837,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/05/2009 04:57:00 PM","10/05/2009 12:50:00 PM","10/05/2009 01:50:00 PM","73XX BLOCK OF W GREEN LAKE DR N","J","J3","4600.1000",-122.340614319,47.68271637,"(47.68271637, -122.340614319)",10,2009
"992355",1153808,201789933,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","03/13/2017 09:18:00 PM","03/13/2017 09:18:00 PM","","3XX BLOCK OF 2 AV S","K","K3","9200.2028",-122.330810547,47.600463867,"(47.600463867, -122.330810547)",3,2017
"803981",801226,201452217,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","02/17/2014 06:15:00 PM","02/17/2014 06:15:00 PM","","94XX BLOCK OF 15 AV SW","F","F3","11300.2013",-122.354019165,47.5182724,"(47.5182724, -122.354019165)",2,2014
"97521",1444549,2010171946,"2399",1,"THEFT-BICYCLE","2300","BIKE THEFT","05/24/2010 09:10:00 PM","05/24/2010 07:00:00 PM","","RAINIER AV S / S MC CLELLAN ST","R","R2","9500.4004",-122.298156738,47.578350067,"(47.578350067, -122.298156738)",5,2010
"343681",1608847,201890561,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","03/13/2018 02:48:00 PM","03/13/2018 02:48:00 PM","","23XX BLOCK OF 1 AV","D","D1","8001.2004",-122.347160339,47.613758087,"(47.613758087, -122.347160339)",3,2018
"344243",1608978,201887581,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","03/11/2018 06:58:00 AM","03/11/2018 06:58:00 AM","","6XX BLOCK OF S SPOKANE ST","O","O2","9300.3087",-122.325119019,47.571731567,"(47.571731567, -122.325119019)",3,2018
"974787",1094104,2013292013,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","08/14/2013 01:45:00 AM","08/14/2013 12:43:00 AM","","143XX BLOCK OF 30 AV NE","L","L1","100.4001",-122.296524048,47.733249664,"(47.733249664, -122.296524048)",8,2013
"195513",1487955,2009320932,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","09/10/2009 07:49:00 PM","09/10/2009 05:20:00 PM","09/10/2009 07:30:00 PM","LAKE WASHINGTON BV / E ALDER ST","G","G2","7800.1045",-122.284378052,47.603626251,"(47.603626251, -122.284378052)",9,2009
"262867",1556302,2008258623,"1316",4,"THREATS-OTHER","1300","THREATS","07/14/2008 04:02:00 PM","07/01/2008 02:55:00 AM","07/14/2008 10:39:00 AM","79XX BLOCK OF 3 AV NW","J","J2","2900.1020",-122.360649109,47.686569214,"(47.686569214, -122.360649109)",7,2008
"555260",441509,200870808,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","02/23/2008 03:48:00 PM","02/23/2008 03:38:00 PM","","6XX BLOCK OF 5 AV S","K","K3","9100.2009",-122.32768065,47.596655378,"(47.596655378, -122.32768065)",2,2008
"335596",1298286,2017377993,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","10/11/2017 09:07:00 AM","10/11/2017 09:07:00 AM","","2 AV / BATTERY ST","D","D1","8001.2001",-122.346954346,47.614807129,"(47.614807129, -122.346954346)",10,2017
"994461",1160909,201789793,"2304",2,"THEFT-LICENSE PLATE","2300","OTHER PROPERTY","03/13/2017 06:29:00 PM","03/12/2017 08:00:00 PM","03/13/2017 06:15:00 PM","35XX BLOCK OF BURKE AV N","B","B3","5400.2022",-122.335136414,47.649841309,"(47.649841309, -122.335136414)",3,2017
"120058",1454137,201096777,"2605",0,"FRAUD-CREDIT CARD","2600","FRAUD","03/24/2010 04:12:00 PM","03/09/2010 01:00:00 PM","03/11/2010 01:00:00 PM","17XX BLOCK OF TAYLOR AV N","Q","Q2","6700.4024",-122.346710205,47.634346008,"(47.634346008, -122.346710205)",3,2010
"120145",1454195,201093183,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","03/21/2010 02:53:00 PM","03/19/2010 03:05:00 PM","","3XX BLOCK OF NE NORTHGATE WY","L","L2","1200.4011",-122.324615479,47.708602905,"(47.708602905, -122.324615479)",3,2010
"737632",715370,2015901647,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","03/12/2015 11:42:00 PM","03/12/2015 06:30:00 PM","03/12/2015 09:30:00 PM","21 AV E / E ALOHA ST","C","C2","6400.3018",-122.304779053,47.626831055,"(47.626831055, -122.304779053)",3,2015
"972530",1087496,2016429932,"2204",0,"BURGLARY-NOFORCE-RES","2200","BURGLARY","11/29/2016 02:31:00 PM","11/24/2016 10:00:00 AM","11/27/2016 03:00:00 PM","21XX BLOCK OF 5 AV","D","D2","7200.1057",-122.341125488,47.614879608,"(47.614879608, -122.341125488)",11,2016
"521959",404843,2008352415,"1206",0,"ROBBERY-STREET-BODYFORCE","1200","ROBBERY","09/19/2008 02:25:00 PM","09/19/2008 01:42:00 PM","","6 AV S / YESLER WY","K","K3","9200.1002",-122.326350868,47.601708802,"(47.601708802, -122.326350868)",9,2008
"513151",394912,2008426326,"X",65,"NARC-FOUND-COCAINE","X","NARCOTICS","11/13/2008 02:40:00 PM","11/13/2008 02:40:00 PM","","12XX BLOCK OF S JACKSON ST","G","G1","9000.2015",-122.315680054,47.599199537,"(47.599199537, -122.315680054)",11,2008
"1062970",1377350,2012901244,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","03/24/2012 07:57:00 PM","03/23/2012 06:25:00 PM","03/24/2012 12:25:00 AM","10XX BLOCK OF 6 AV S","K","K2","9300.1014",-122.325965881,47.593658447,"(47.593658447, -122.325965881)",3,2012
"948344",1001742,2016904974,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","07/20/2016 07:58:00 AM","07/19/2016 10:00:00 PM","07/20/2016 06:30:00 AM","31XX BLOCK OF S FERDINAND ST","R","R1","10401.1001",-122.29208374,47.557865143,"(47.557865143, -122.29208374)",7,2016
"859012",883209,2013110951,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","04/02/2013 09:03:00 PM","04/02/2013 07:00:00 PM","04/02/2013 07:00:00 PM","14XX BLOCK OF E JOHN ST","C","C1","7500.1010",-122.313911438,47.619960785,"(47.619960785, -122.313911438)",4,2013
"281481",1573770,2008115276,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","03/30/2008 09:54:00 AM","03/30/2008 09:52:00 AM","","120XX BLOCK OF AURORA AV N","N","N2","402.2007",-122.344894409,47.71717453,"(47.71717453, -122.344894409)",3,2008
"381971",270721,201125662,"5015",1,"WARRARR-FELONY","5000","WARRANT ARREST","01/22/2011 07:24:00 AM","01/22/2011 07:24:00 AM","","125XX BLOCK OF LAKE CITY WY NE","L","L3","100.5005",-122.294696911,47.720185072,"(47.720185072, -122.294696911)",1,2011
"926866",970376,2011376097,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","11/20/2011 04:04:00 PM","11/20/2011 03:45:00 PM","","38XX BLOCK OF RAINIER AV S","R","R2","10100.5018",-122.289924622,47.568881989,"(47.568881989, -122.289924622)",11,2011
"759194",740379,2014908151,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","10/14/2014 12:37:00 PM","10/10/2014 06:05:00 PM","10/10/2014 07:25:00 PM","23 AV / E CHERRY ST","G","G2","8700.1015",-122.302772522,47.608005524,"(47.608005524, -122.302772522)",10,2014
"992785",1155249,2017902330,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","03/16/2017 05:59:00 PM","03/11/2017 12:00:00 PM","03/11/2017 03:00:00 PM","4XX BLOCK OF 5 AV","K","K3","8100.2046",-122.328208923,47.602626801,"(47.602626801, -122.328208923)",3,2017
"827961",846819,2013388598,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","10/26/2013 02:43:00 AM","10/26/2013 02:43:00 AM","","1XX BLOCK OF NE 50 ST","B","B3","5200.4007",-122.327735901,47.665000916,"(47.665000916, -122.327735901)",10,2013
"949948",1005338,2016263792,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","07/23/2016 01:42:00 PM","07/23/2016 05:30:00 AM","","125XX BLOCK OF 27 AV NE","L","L1","200.2015",-122.299095154,47.720207214,"(47.720207214, -122.299095154)",7,2016
"667853",1455992,2018901145,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","02/03/2018 06:03:00 PM","02/03/2018 01:50:00 PM","02/03/2018 02:50:00 PM","S JACKSON ST / 5 AV S","K","K3","9200.1012",-122.327667236,47.599193573,"(47.599193573, -122.327667236)",2,2018
"511617",392678,2008439607,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","11/23/2008 05:08:00 PM","11/23/2008 11:45:00 AM","11/23/2008 04:40:00 PM","6 AV / OLIVE WY","M","M2","8200.1002",-122.336280933,47.613130153,"(47.613130153, -122.336280933)",11,2008
"173327",1198622,2017153886,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","05/03/2017 08:03:00 AM","05/02/2017 03:00:00 AM","","13XX BLOCK OF N 45 ST","B","B3","5000.3018",-122.341400146,47.661384583,"(47.661384583, -122.341400146)",5,2017
"621900",1241778,2017267509,"3532",0,"NARC-POSSESS-COCAINE","3500","NARCOTICS","07/22/2017 11:33:00 AM","07/22/2017 11:33:00 AM","","4XX BLOCK OF 3 AV","K","K2","8100.2044",-122.330513,47.601886749,"(47.601886749, -122.330513)",7,2017
"1028510",1266376,2017907624,"2304",1,"THEFT-AUTOACC","2300","OTHER PROPERTY","08/24/2017 07:35:00 AM","08/23/2017 11:00:00 PM","08/24/2017 05:00:00 AM","46XX BLOCK OF UTAH AV S","O","O2","9300.3197",-122.335502625,47.561275482,"(47.561275482, -122.335502625)",8,2017
"50067",1081011,2016425205,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","11/25/2016 11:17:00 AM","11/24/2016 03:00:00 PM","11/25/2016 10:30:00 AM","95XX BLOCK OF WATERS AV S","S","S3","11800.2000",-122.259170532,47.517429352,"(47.517429352, -122.259170532)",11,2016
"238311",1532163,2008457711,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","12/08/2008 07:41:00 AM","12/06/2008 05:00:00 PM","12/07/2008 09:00:00 PM","26XX BLOCK OF NW 86 ST","J","J1","1500.1021",-122.391639709,47.691307068,"(47.691307068, -122.391639709)",12,2008
"478501",353817,2009251995,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","07/19/2009 07:24:00 PM","07/19/2009 01:30:00 PM","07/19/2009 02:15:00 PM","4XX BLOCK OF PINE ST","M","M2","8100.2000",-122.337320424,47.611321238,"(47.611321238, -122.337320424)",7,2009
"985922",1133439,201752790,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","02/12/2017 04:18:00 PM","02/12/2017 04:15:00 PM","","4XX BLOCK OF NE NORTHGATE WY","L","L2","1200.4010",-122.324615479,47.708602905,"(47.708602905, -122.324615479)",2,2017
"782027",767394,2014167484,"2204",0,"BURGLARY-NOFORCE-RES","2200","BURGLARY","05/28/2014 02:59:00 PM","05/28/2014 12:45:00 PM","05/28/2014 02:00:00 PM","50XX BLOCK OF 46 AV S","R","R3","10300.1014",-122.275360107,47.556587219,"(47.556587219, -122.275360107)",5,2014
"886489",918029,2012904068,"2902",0,"PROPERTY DAMAGE-RESIDENTIAL","2900","PROPERTY DAMAGE","09/12/2012 08:39:00 AM","09/11/2012 11:00:00 PM","09/12/2012 05:45:00 AM","65XX BLOCK OF CHAPIN PL N","J","J3","3600.4019",-122.330123901,47.676769257,"(47.676769257, -122.330123901)",9,2012
"1042325",1313287,2017404936,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","10/31/2017 08:46:00 PM","10/31/2017 08:46:00 PM","","3XX BLOCK OF N 78 ST","J","J3","2800.1011",-122.353858948,47.68548584,"(47.68548584, -122.353858948)",10,2017
"1012969",1219655,2013174440,"1306",0,"ASSLT-AGG-BODYFORCE","1300","ASSAULT","05/24/2013 10:09:00 PM","05/18/2013 02:00:00 AM","","8XX BLOCK OF POST AV","K","K1","8100.1032",-122.33581543,47.603343964,"(47.603343964, -122.33581543)",5,2013
"385411",1241,2010258160,"5050",1,"HARASSMENT","5000","THREATS","07/26/2010 07:15:00 PM","07/26/2010 07:10:00 PM","","47XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.2001",-122.313087958,47.663996256,"(47.663996256, -122.313087958)",7,2010
"23588",1055882,2016344139,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","09/22/2016 12:59:00 PM","09/22/2016 12:59:00 PM","","2XX BLOCK OF OCCIDENTAL AV S","K","K2","9200.2024",-122.332878113,47.600475311,"(47.600475311, -122.332878113)",9,2016
"678297",672342,2015366252,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/19/2015 04:19:00 PM","10/19/2015 04:19:00 PM","","4XX BLOCK OF S HOLGATE ST","O","O1","9300.3011",-122.328361511,47.586174011,"(47.586174011, -122.328361511)",10,2015
"4759",1037001,2016329016,"1305",0,"ASSLT-AGG-WEAPON","1300","ASSAULT","09/10/2016 08:47:00 PM","09/10/2016 08:40:00 PM","","2XX BLOCK OF PIKE ST","M","M3","8100.2007",-122.338348389,47.609516144,"(47.609516144, -122.338348389)",9,2016
"789981",777930,2014116388,"2999",0,"PROPERTY DAMAGE - GRAFFITI","2900","PROPERTY DAMAGE","04/16/2014 01:36:00 PM","04/12/2014 06:00:00 PM","04/14/2014 08:00:00 AM","29XX BLOCK OF 17 AV S","R","R1","10002.2016",-122.310783386,47.577320099,"(47.577320099, -122.310783386)",4,2014
"805572",805424,2016903007,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","04/26/2016 05:56:00 PM","04/26/2016 10:00:00 AM","04/26/2016 10:30:00 AM","80XX BLOCK OF FAUNTLEROY WY SW","W","W3","11600.6024",-122.392707825,47.530658722,"(47.530658722, -122.392707825)",4,2016
"840329",861852,2013279995,"2399",1,"THEFT-BICYCLE","2300","BIKE THEFT","08/05/2013 07:48:00 AM","08/03/2013 02:30:00 PM","08/03/2013 06:00:00 PM","16XX BLOCK OF 19 AV","C","C3","7900.2002",-122.307426453,47.616001129,"(47.616001129, -122.307426453)",8,2013
"953414",1015901,2016292569,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","08/13/2016 02:30:00 PM","08/12/2016 02:30:00 PM","","51XX BLOCK OF 15 AV NW","B","B1","4700.2011",-122.376220703,47.666069031,"(47.666069031, -122.376220703)",8,2016
"616061",1231055,2017247123,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","07/07/2017 11:29:00 PM","07/07/2017 11:29:00 PM","","48XX BLOCK OF ERSKINE WY SW","W","W2","10500.5016",-122.387184143,47.559082031,"(47.559082031, -122.387184143)",7,2017
"120937",1149733,201787270,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","03/11/2017 06:25:00 PM","03/11/2017 04:23:00 PM","","4XX BLOCK OF NE NORTHGATE WY","L","L2","1200.4010",-122.324615479,47.708602905,"(47.708602905, -122.324615479)",3,2017
"619902",1238540,2017256506,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","07/14/2017 05:42:00 PM","07/13/2017 07:55:00 PM","07/14/2017 02:21:00 PM","1XX BLOCK OF BELL ST","D","D1","8001.2004",-122.346084595,47.613708496,"(47.613708496, -122.346084595)",7,2017
"162231",1471442,2017439288,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","11/28/2017 02:29:00 PM","11/28/2017 02:29:00 PM","","55XX BLOCK OF 23 AV S","S","S1","10402.3012",-122.30405426,47.552207947,"(47.552207947, -122.30405426)",11,2017
"888980",921247,2012287273,"2399",1,"THEFT-BICYCLE","2300","BIKE THEFT","08/27/2012 07:41:00 PM","08/27/2012 07:41:00 PM","","4XX BLOCK OF NE NORTHGATE WY","L","L2","1200.4010",-122.324615479,47.708602905,"(47.708602905, -122.324615479)",8,2012
"228835",1522130,200944431,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","02/09/2009 02:20:00 PM","02/05/2009 06:30:00 PM","","36XX BLOCK OF FREMONT AV N","B","B2","4900.3012",-122.34992981,47.652038574,"(47.652038574, -122.34992981)",2,2009
"215437",1508389,2009163399,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","05/14/2009 03:28:00 AM","05/14/2009 03:28:00 AM","","21 AV S / E YESLER WY","G","G2","9000.1002",-122.305046082,47.601669312,"(47.601669312, -122.305046082)",5,2009
"149483",1176713,2017135161,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","04/18/2017 11:05:00 AM","04/18/2017 10:15:00 AM","","9XX BLOCK OF 4 AV","K","K1","8100.2024",-122.332580566,47.605731964,"(47.605731964, -122.332580566)",4,2017
"396975",250684,2011173874,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","05/31/2011 09:04:00 PM","05/31/2011 08:16:00 PM","","132XX BLOCK OF AURORA AV N","N","N2","401.1009",-122.344996832,47.725035551,"(47.725035551, -122.344996832)",5,2011
"927488",971139,2011371347,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","11/15/2011 10:15:00 PM","11/15/2011 06:30:00 PM","11/15/2011 10:15:00 PM","8XX BLOCK OF FAIRVIEW PL N","D","D3","6600.1031",-122.334159851,47.626384735,"(47.626384735, -122.334159851)",11,2011
"741815",720398,201547007,"2304",1,"THEFT-AUTOACC","2300","OTHER PROPERTY","02/10/2015 03:29:00 PM","02/10/2015 11:30:00 AM","02/10/2015 03:29:00 PM","1XX BLOCK OF REPUBLICAN ST","Q","Q3","7100.2005",-122.354759216,47.623268127,"(47.623268127, -122.354759216)",2,2015
"126520",1457335,201070966,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","03/03/2010 11:25:00 AM","03/02/2010 07:00:00 PM","03/03/2010 10:00:00 AM","94XX BLOCK OF 34 AV SW","F","F2","11402.3007",-122.375488281,47.518371582,"(47.518371582, -122.375488281)",3,2010
"579949",1637306,2018138479,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","04/20/2018 01:13:00 AM","04/20/2018 12:40:00 AM","","50XX BLOCK OF 17 AV NW","B","B1","4700.2025",-122.378890991,47.665592194,"(47.665592194, -122.378890991)",4,2018
"568013",1625716,201848849,"1206",0,"ROBBERY-STREET-BODYFORCE","1200","ROBBERY","02/08/2018 06:40:00 PM","02/08/2018 06:40:00 PM","","E UNION ST / CRAWFORD PL","E","E3","8400.3009",-122.326194763,47.612987518,"(47.612987518, -122.326194763)",2,2018
"733780",711018,2015112248,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","04/06/2015 01:45:00 PM","04/06/2015 01:45:00 PM","","8XX BLOCK OF JEFFERSON ST","G","G1","8500.3000",-122.324653625,47.604610443,"(47.604610443, -122.324653625)",4,2015
"686935",657666,20168602,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","01/08/2016 10:39:00 AM","01/08/2016 10:15:00 AM","","79XX BLOCK OF 16 AV SW","F","F3","11300.4002",-122.355049133,47.530971527,"(47.530971527, -122.355049133)",1,2016
"45624",1593092,201869662,"4199",0,"LIQUOR LAW VIOLATION","4100","LIQUOR VIOLATION","02/25/2018 01:34:00 PM","02/25/2018 01:34:00 PM","","92XX BLOCK OF RAINIER AV S","S","S3","11800.6020",-122.268028259,47.519851685,"(47.519851685, -122.268028259)",2,2018
"322362",264088,201176240,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","03/07/2011 12:39:00 PM","03/07/2011 12:35:00 PM","","2 AV / LENORA ST","M","M1","8002.1004",-122.343054861,47.612500306,"(47.612500306, -122.343054861)",3,2011
"668388",1464220,201843778,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","02/05/2018 07:34:00 AM","02/02/2018 08:00:00 AM","02/02/2018 05:00:00 PM","6XX BLOCK OF S MYRTLE ST","O","O3","10900.1015",-122.325408936,47.53943634,"(47.53943634, -122.325408936)",2,2018
"214595",1507556,2009166842,"1206",0,"ROBBERY-STREET-BODYFORCE","1200","ROBBERY","05/16/2009 06:46:00 PM","05/16/2009 05:00:00 PM","05/16/2009 05:00:00 PM","RAINIER AV S / S FONTANELLE ST","S","S2","11102.3001",-122.27003479,47.535930634,"(47.535930634, -122.27003479)",5,2009
"226511",1519521,200966741,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","02/24/2009 07:29:00 AM","02/24/2009 12:01:00 AM","02/24/2009 07:00:00 AM","79XX BLOCK OF E GREEN LAKE DR N","J","J3","2700.3012",-122.337280273,47.685668945,"(47.685668945, -122.337280273)",2,2009
"1027918",1264800,2015109033,"2502",0,"FORGERY-CREDIT CARD","2500","FORGERY","04/03/2015 07:10:00 PM","04/03/2015 07:10:00 PM","","5XX BLOCK OF PINE ST","M","M2","8200.1003",-122.335929871,47.611904144,"(47.611904144, -122.335929871)",4,2015
"780280",765432,2014180163,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","06/07/2014 11:22:00 AM","06/06/2014 05:00:00 PM","06/07/2014 07:30:00 AM","1XX BLOCK OF CROCKETT ST","Q","Q2","6800.1013",-122.353775024,47.637413025,"(47.637413025, -122.353775024)",6,2014
"322516",1285990,2017354309,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","09/23/2017 08:13:00 AM","09/23/2017 08:13:00 AM","","1XX BLOCK OF JOHN ST","Q","Q3","7100.2004",-122.353485107,47.619762421,"(47.619762421, -122.353485107)",9,2017
"80011",1109003,2017900175,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","01/07/2017 05:28:00 PM","01/06/2017 05:00:00 AM","01/06/2017 05:30:00 PM","14XX BLOCK OF E MADISON ST","E","E2","7500.4011",-122.313957214,47.614006042,"(47.614006042, -122.313957214)",1,2017
"769427",752594,2014266920,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","08/12/2014 01:22:00 PM","08/12/2014 01:17:00 PM","","26XX BLOCK OF E CHERRY ST","G","G2","8800.2004",-122.298355103,47.608001709,"(47.608001709, -122.298355103)",8,2014
"640102",1339730,2015296462,"4899",0,"OBSTRUCT","4800","OBSTRUCT","08/25/2015 03:55:00 AM","08/25/2015 03:55:00 AM","","15 AV W / W GARFIELD ST","Q","Q1","5802.2027",-122.376197815,47.633499146,"(47.633499146, -122.376197815)",8,2015
"1086071",1401656,2011900657,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","02/22/2011 08:42:00 AM","02/21/2011 09:00:00 PM","02/22/2011 07:30:00 AM","62XX BLOCK OF 21 AV NE","U","U1","4301.3006",-122.305465698,47.67408371,"(47.67408371, -122.305465698)",2,2011
"113376",1142714,201749734,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","02/10/2017 10:03:00 AM","02/10/2017 10:03:00 AM","","26XX BLOCK OF 2 AV","D","D1","8001.1007",-122.34928894,47.616191864,"(47.616191864, -122.34928894)",2,2017
"1000972",1180890,2012430078,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","12/17/2012 01:42:00 PM","12/14/2012 02:00:00 PM","12/17/2012 01:00:00 PM","40XX BLOCK OF 8 AV NE","U","U2","5200.2002",-122.319793701,47.65668869,"(47.65668869, -122.319793701)",12,2012
"281666",1573936,2008117589,"2606",1,"FRAUD-CHECK","2600","FRAUD","04/01/2008 04:00:00 PM","04/01/2008 04:00:00 PM","","8XX BLOCK OF S HOLGATE ST","O","O1","9300.3010",-122.322387695,47.586055756,"(47.586055756, -122.322387695)",4,2008
"1030547",1273051,201644681,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","02/06/2016 03:37:00 PM","02/06/2016 02:00:00 PM","","23XX BLOCK OF 42 AV SW","W","W1","9600.2011",-122.385139465,47.58208847,"(47.58208847, -122.385139465)",2,2016
"156343",1183062,2017150900,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","04/30/2017 06:45:00 PM","04/30/2017 06:10:00 PM","","4XX BLOCK OF PINE ST","M","M3","8100.2005",-122.33731842,47.611320496,"(47.611320496, -122.33731842)",4,2017
"416459",282217,2010392164,"2304",1,"THEFT-AUTOACC","2300","OTHER PROPERTY","11/09/2010 09:17:00 PM","11/07/2010 04:00:00 PM","11/08/2010 07:00:00 AM","73XX BLOCK OF W GREEN LAKE DR N","J","J3","2700.4027",-122.340616976,47.682714512,"(47.682714512, -122.340616976)",11,2010
"508390",389082,2008466976,"2204",0,"BURGLARY-NOFORCE-RES","2200","BURGLARY","12/15/2008 06:29:00 PM","11/29/2008 12:00:00 AM","","3XX BLOCK OF W OLYMPIC PL","Q","Q3","7000.2000",-122.361914802,47.626735421,"(47.626735421, -122.361914802)",12,2008
"1043033",1315606,2017404103,"2404",4,"VEH-THEFT-MTRCYCLE","2400","VEHICLE THEFT","10/31/2017 09:10:00 AM","10/30/2017 08:00:00 PM","10/31/2017 09:10:00 AM","20XX BLOCK OF 14 AV W","Q","Q2","5802.2028",-122.375,47.637680054,"(47.637680054, -122.375)",10,2017
"342463",1608438,201888580,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","03/12/2018 04:27:00 AM","03/11/2018 08:30:00 PM","03/12/2018 04:25:00 AM","140XX BLOCK OF PALATINE AV N","N","N1","401.2005",-122.357063293,47.731456757,"(47.731456757, -122.357063293)",3,2018
"777309",762059,2014203730,"1305",0,"ASSLT-AGG-WEAPON","1300","ASSAULT","06/25/2014 12:27:00 PM","06/25/2014 12:27:00 PM","","83XX BLOCK OF LOYAL WY NW","J","J2","3100.5012",-122.397583008,47.689941406,"(47.689941406, -122.397583008)",6,2014
